p_z,p_n,p_symbol,p_energy,d_z,d_n,d_symbol,bin_en,dn_de,unc_dn_de,dn_de_nu,unc_dn_de_nu,extraction_date
9,9,F,0,8,10,O,194,0.00261454,0.00000275912,0.00119465,0.00000266116,2026-07-09
9,9,F,0,8,10,O,196,0.002616,0.00000272793,0.00121299,0.00000269562,2026-07-09
9,9,F,0,8,10,O,198,0.00261714,0.00000269608,0.00123134,0.00000272984,2026-07-09
9,9,F,0,8,10,O,200,0.00261798,0.00000266358,0.00124968,0.00000276381,2026-07-09
9,9,F,0,8,10,O,202,0.00261851,0.00000263044,0.00126802,0.00000279752,2026-07-09
9,9,F,0,8,10,O,204,0.00261874,0.00000259667,0.00128636,0.00000283096,2026-07-09
9,9,F,0,8,10,O,206,0.00261867,0.00000256229,0.00130469,0.00000286413,2026-07-09
9,9,F,0,8,10,O,208,0.0026183,0.0000025273,0.001323,0.000002897,2026-07-09
9,9,F,0,8,10,O,210,0.00261763,0.00000249171,0.0013413,0.00000292958,2026-07-09
9,9,F,0,8,10,O,212,0.00261667,0.00000245553,0.00135958,0.00000296185,2026-07-09
9,9,F,0,8,10,O,214,0.00261542,0.00000241877,0.00137783,0.0000029938,2026-07-09
9,9,F,0,8,10,O,216,0.00261387,0.00000238144,0.00139607,0.00000302543,2026-07-09
9,9,F,0,8,10,O,218,0.00261205,0.00000234356,0.00141427,0.00000305671,2026-07-09
9,9,F,0,8,10,O,220,0.00260994,0.00000230512,0.00143244,0.00000308765,2026-07-09
9,9,F,0,8,10,O,222,0.00260755,0.00000226614,0.00145058,0.00000311823,2026-07-09
9,9,F,0,8,10,O,224,0.00260487,0.00000222664,0.00146868,0.00000314845,2026-07-09
9,9,F,0,8,10,O,226,0.00260193,0.00000218661,0.00148674,0.00000317828,2026-07-09
9,9,F,0,8,10,O,228,0.0025987,0.00000214615,0.00150476,0.00000320773,2026-07-09
9,9,F,0,8,10,O,230,0.00259521,0.00000210529,0.00152272,0.00000323679,2026-07-09
9,9,F,0,8,10,O,232,0.00259145,0.00000206393,0.00154064,0.00000326544,2026-07-09
9,9,F,0,8,10,O,234,0.00258742,0.00000202209,0.00155851,0.00000329367,2026-07-09
9,9,F,0,8,10,O,236,0.00258312,0.00000197979,0.00157632,0.00000332148,2026-07-09
9,9,F,0,8,10,O,238,0.00257856,0.00000193702,0.00159408,0.00000334886,2026-07-09
9,9,F,0,8,10,O,240,0.00257374,0.0000018938,0.00161177,0.00000337579,2026-07-09
9,9,F,0,8,10,O,242,0.00256866,0.00000185013,0.00162939,0.00000340227,2026-07-09
9,9,F,0,8,10,O,244,0.00256333,0.00000180604,0.00164695,0.00000342829,2026-07-09
9,9,F,0,8,10,O,246,0.00255774,0.00000176152,0.00166444,0.00000345384,2026-07-09
9,9,F,0,8,10,O,248,0.00255191,0.00000171659,0.00168186,0.00000347891,2026-07-09
9,9,F,0,8,10,O,250,0.00254582,0.00000167126,0.0016992,0.00000350349,2026-07-09
9,9,F,0,8,10,O,252,0.00253949,0.00000162554,0.00171646,0.00000352757,2026-07-09
9,9,F,0,8,10,O,254,0.00253291,0.00000157943,0.00173364,0.00000355114,2026-07-09
