mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
249.8,0.3,96.73,0.04,,0,1655.4,0.6,3.27,0.04,3.57,0.0019,A,383.78,0.36,9,9,F,,0,,1+,109.77,,5,m,6586.2,3,EC+B+,100,,1655.9,5,8,10,O,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-07-09

