nuclide	particle	bin_energy_keV	bin_energy_MeV	dn_dE_per_decay_per_keV	dn_dE_per_decay_per_MeV	unc_dn_dE_per_decay_per_keV	nu_dn_dE_per_decay_per_keV	nu_unc_dn_dE_per_decay_per_keV	parent_energy_keV	daughter	source
F-18	beta+	356	0.356	0.00192844	1.92844	0.00000104498	0.00243804	0.00000387547	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	358	0.358	0.00191243	1.91243	0.00000109644	0.00244732	0.00000386067	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	360	0.36	0.00189631	1.89631	0.00000114769	0.00245637	0.00000384491	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	362	0.362	0.00188008	1.88008	0.00000119873	0.00246521	0.00000382816	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	364	0.364	0.00186373	1.86373	0.00000124954	0.00247383	0.00000381044	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	366	0.366	0.00184729	1.84729	0.0000013001	0.00248222	0.00000379171	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	368	0.368	0.00183073	1.83073	0.00000135041	0.00249039	0.00000377198	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	370	0.37	0.00181408	1.81408	0.00000140046	0.00249833	0.00000375124	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	372	0.372	0.00179733	1.79733	0.00000145022	0.00250603	0.00000372948	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	374	0.374	0.00178048	1.78048	0.00000149969	0.00251351	0.00000370669	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	376	0.376	0.00176354	1.76354	0.00000154886	0.00252075	0.00000368285	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	378	0.378	0.00174651	1.74651	0.0000015977	0.00252774	0.00000365796	0	O	IAEA LiveChart bin_beta Betashape
F-18	beta+	380	0.38	0.0017294	1.7294	0.00000164622	0.0025345	0.00000363201	0	O	IAEA LiveChart bin_beta Betashape
